r,st,interconnect,transgrp,transreg,nercr,hurdlereg
FIPS_37197,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_37199,NC,eastern,SERTP,SERTP,SERC_E,Duke_Energy_Carolinas_LLC
FIPS_39001,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39003,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39005,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39007,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39009,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39011,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39013,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39015,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39017,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39019,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39021,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39023,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39025,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39027,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39029,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39031,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39033,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39035,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39037,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39039,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39041,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39043,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39045,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39047,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39049,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39051,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39053,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39055,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39057,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39059,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39061,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39063,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39065,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39067,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39069,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39071,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39073,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39075,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39077,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39079,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39081,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39083,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39085,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39087,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39089,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39091,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39093,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39095,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39097,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39099,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39101,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39103,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39105,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39107,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39109,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39111,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39113,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39115,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39117,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39119,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39121,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39123,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39125,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39127,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39129,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39131,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39133,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39135,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39137,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39139,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39141,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39143,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39145,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39147,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39149,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39151,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39153,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39155,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39157,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39159,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39161,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39163,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39165,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39167,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39169,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39171,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39173,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_39175,OH,eastern,PJM_East,PJM,PJM,PJM
FIPS_42001,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42003,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42005,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42007,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42009,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42011,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42013,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42015,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42017,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42019,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42021,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42023,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42025,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42027,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42029,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42031,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42033,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42035,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42037,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42039,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42041,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42043,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42045,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42047_42053,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42049,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42051,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42055,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42057,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42059,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42061,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42063,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42065,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42067,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42069,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42071,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42073,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42075,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42077,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42079,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42081_42113,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42083,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42085,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42087,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42089,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42091,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42093_42097,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42095,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42099,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42101,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42103,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42105,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42107,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42109,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42111,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42115,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42117,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42119,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42121,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42123,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42125,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42127,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42129,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42131,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_42133,PA,eastern,PJM_East,PJM,PJM,PJM
FIPS_47001,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47003,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47005,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47007,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47009,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47011,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47013,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47015,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47017,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47019_47091,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47021,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47023,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47025_47057,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47027,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47029,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47031,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47033,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47035,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47037,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47039,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47041,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47043,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47045,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47047,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47049,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47051,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47053,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47055,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47059,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47061_47153,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47063,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47065,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47067_47073,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47069,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47071,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47075,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47077,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47079,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47081,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47083,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47085,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47087_47141,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47089,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47093,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47095,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47097,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47099,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47101,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47103,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47105,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47107,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47109,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47111,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47113,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47115,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47117,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47119,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47121,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47123,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47125,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47127,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47129,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47131,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47133,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47135,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47137,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47139,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47143,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47145,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47147,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47149,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47151,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47155,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47157,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47159,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47161,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47163,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47165,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47167,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47169,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47171,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47173,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47175,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47177,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47179,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47181,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47183,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47185,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47187,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_47189,TN,eastern,SERTP,SERTP,SERC_C,Tennessee_Valley_Authority
FIPS_51001,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51003,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51005_51017_51580,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51007,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51009,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51011,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51013,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51015_51790,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51019,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51021,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51023,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51025,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51027,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51029,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51031,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51033,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51035_51640,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51036,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51037,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51041_51570,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51043,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51045,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51047,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51049,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51051,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51053,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51057,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51059_51610,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51061,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51063,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51065,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51067,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51069,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51071,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51073_51115,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51075,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51077,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51079_51113,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51081,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51083,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51085,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51087,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51089,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51091,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51093,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51095,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51097_51101,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51099,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51103_51133,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51105,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51107,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51109,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51111,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51117,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51119,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51121,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51125,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51127,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51131,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51135,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51137,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51139,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51141,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51143,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51145,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51147,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51149,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51153,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51155,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51157,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51159,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51161,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51163_51678,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51165_51660,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51167,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51169,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51171,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51173,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51175,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51177,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51179,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51181,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51183,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51185,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51187,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51191_51520,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51193,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51195,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51197,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51199_51735,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51510,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51530,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51540,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51550,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51590,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51595,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51600,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51620,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51630,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51650,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51670,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51680,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51683,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51685,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51690,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51700,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51710,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51720,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51730,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51740,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51750,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51760,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51770,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51775,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51800,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51810,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51820,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51830,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_51840,VA,eastern,PJM_East,PJM,PJM,PJM
FIPS_54001,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54003,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54005,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54007,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54009,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54011,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54013,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54015,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54017,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54019,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54021,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54023,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54025,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54027,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54029,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54031,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54033,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54035,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54037,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54039,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54041,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54043,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54045,WV,eastern,PJM_East,PJM,PJM,PJM
FIPS_54047,WV,eastern,PJM_East,PJM,PJM,PJM
